row_id	leaf_nr	scanwidth	level	ret_number	time_load_net	time_sw_load	time_sw_compute	time_sw_canonical	time_panda1	time_panda2	time_panda3	k1	k2	k3
24	20	1	0	0	0.00033871999994517	6.42539999944347E-05	0.000353095000036774	7.23029999107894E-05	0.000960340000005999	0.00351719000002504	0.00893372899997758	2	10	20
25	20	1	0	0	0.000341907000006358	6.51270000844306E-05	0.000360694999926636	7.48690000591523E-05	0.000976595999986785	0.00341897900000276	0.00894277999998394	2	10	20
26	20	1	0	0	0.000362541999948007	6.70389999868348E-05	0.000366698999982873	7.62620001069081E-05	0.000974933999941641	0.00342355899999802	0.00900183800001742	2	10	20
27	20	1	0	0	0.000343439000062062	6.60929999867221E-05	0.000356166000074154	7.67479999694842E-05	0.000986224000030234	0.00351344599994263	0.00919584300004317	2	10	20
28	20	1	0	0	0.00034109700004592	6.6442000047573E-05	0.000360550999971565	7.39399999929447E-05	0.000962530000037987	0.00342308799997682	0.00884950700003628	2	10	20
29	20	1	0	0	0.000345760999948652	6.40289999864763E-05	0.000361261000080049	7.85729999961404E-05	0.00100272399993173	0.00341382600004181	0.00897382899995591	2	10	20
30	20	1	0	0	0.000340040999958546	6.41530000393686E-05	0.000359488999947644	7.4824000080298E-05	0.00098294999997961	0.00350799799991819	0.00895753900010732	2	10	20
31	20	1	0	0	0.000348457999962193	7.02190000083647E-05	0.000359459000037532	7.61669999747028E-05	0.000990946000001713	0.00339997599996877	0.00910285199995542	2	10	20
32	20	1	0	0	0.000340745000016796	6.52740000077756E-05	0.000359434999950281	7.91600000411563E-05	0.000980845999947633	0.0035021680000682	0.00917778600000929	2	10	20
33	20	1	0	0	0.000342044000035457	6.4659999907235E-05	0.000360451000005924	7.5103000085619E-05	0.00100826599998527	0.00356172499994045	0.00900685900001008	2	10	20
34	20	1	0	0	0.000352291000012883	6.67770000291057E-05	0.000363507999963986	7.79680000277949E-05	0.000987248000001273	0.00342508599999292	0.00901478399998723	2	10	20
35	20	1	0	0	0.00034631599999102	6.62789999523739E-05	0.000359549999984665	7.69619999800852E-05	0.000983303999987584	0.00347292000003563	0.00914410300003965	2	10	20
36	20	1	0	0	0.000348223999935726	6.54740000527454E-05	0.000365038999916578	7.35250000616361E-05	0.000957709999966028	0.00355211999999483	0.00902788700000201	2	10	20
37	20	1	0	0	0.000347002000012253	6.43200000922661E-05	0.000360916999966321	7.5201999948149E-05	0.000984943000048588	0.00343853200001831	0.00909963699996297	2	10	20
38	20	1	0	0	0.000349922000054903	6.70919999947728E-05	0.000358408000010968	7.97150000835245E-05	0.000995998999997028	0.00343473699990682	0.00895896899999116	2	10	20
39	20	1	0	0	0.000346484000033342	6.55860000051689E-05	0.000362731999985044	7.77799999696072E-05	0.000991295000062564	0.00351628900000378	0.008944434	2	10	20
40	20	1	0	0	0.000347279000038725	6.41279999626931E-05	0.000361311000006026	7.52540000803492E-05	0.00097513399998661	0.0034165459999258	0.0089775810000674	2	10	20
41	20	1	0	0	0.000343405999956303	6.31739999334968E-05	0.000358699999992496	7.73579999986396E-05	0.000995391000060408	0.00344046800000797	0.00911114699999871	2	10	20
42	20	1	0	0	0.000340531000006195	6.5042000073845E-05	0.000356312000008074	7.72979999510426E-05	0.00100633399995331	0.00355158400009259	0.00904810199995154	2	10	20
43	20	1	0	0	0.000359848000016427	6.74509999498696E-05	0.000363186000072346	7.65399998954308E-05	0.000979784000037398	0.00340598299999328	0.00899041499997111	2	10	20
44	20	1	0	0	0.000351410999996915	6.48210000235849E-05	0.000361726000051021	7.81899999537927E-05	0.000976324000021123	0.00339144099996247	0.0091528110000354	2	10	20
45	20	1	0	0	0.000338546999955724	6.8015000010746E-05	0.000359760999913306	7.5892000040767E-05	0.000989290000006804	0.00351214499994512	0.00912432600000557	2	10	20
46	20	1	0	0	0.000354664999917986	6.68469999709487E-05	0.000364297000032821	7.56509999746413E-05	0.000992078999956902	0.00347926000006282	0.00907601699998395	2	10	20
47	20	1	0	0	0.000340155000003506	6.56570000501233E-05	0.000356057999965742	7.6164000006429E-05	0.000993784000002052	0.00340873800007557	0.0090220600000066	2	10	20
48	20	1	0	0	0.000337736999995286	6.55769999866607E-05	0.000356364000026588	7.60909999826254E-05	0.000967122000020027	0.00356393300000946	0.00907052499997008	2	10	20
49	20	1	0	0	0.000372599999991508	0.0000656260000369002	0.000364851999961502	7.73030000118524E-05	0.000968615000033424	0.00345156100001987	0.00909109999997781	2	10	20
50	20	1	0	0	0.000346745999991072	6.60529999549908E-05	0.000361325999961082	7.84990000965991E-05	0.00101474699999926	0.00345770299998094	0.00900044599995908	2	10	20
51	20	1	0	0	0.000336707000087699	6.58820000580818E-05	0.000359572999968805	7.57939999402879E-05	0.000972836000073585	0.00346493199992892	0.00905817000000297	2	10	20
52	20	1	0	0	0.00035777000005055	6.70299999683266E-05	0.000360287000034987	7.45610000194574E-05	0.000983533999942665	0.00344591600003241	0.00903636400005325	2	10	20
53	20	1	0	0	0.000355238999986796	6.63109999550215E-05	0.000372877000017979	7.34689999717375E-05	0.00100397900007465	0.00342599399994015	0.0090543119999893	2	10	20
54	20	1	0	0	0.000344873000017287	6.58860000157802E-05	0.000354337999965537	7.52060000195343E-05	0.00098068800002693	0.00352554099993085	0.00904700800003866	2	10	20
55	20	1	0	0	0.0003542000000607	6.56060000210346E-05	0.000364726999919185	7.59650000645706E-05	0.000990913999999066	0.00342914999998811	0.00893192699993506	2	10	20
56	20	1	0	0	0.000345154999990882	6.61590000845536E-05	0.000360099999966224	7.8432000009343E-05	0.000977650999971047	0.0034773380000388	0.00892034899993632	2	10	20
57	20	1	0	0	0.000347291000025507	6.52139999601786E-05	0.000358903000005739	7.45309999956589E-05	0.000983346999987589	0.00351839900008599	0.00916393499994683	2	10	20
58	20	1	0	0	0.000356601000021328	6.57680000131222E-05	0.000364661999924465	7.63620000725496E-05	0.000982828000019254	0.00341864600000008	0.00902593399996476	2	10	20
59	20	1	0	0	0.000348779999967519	6.91299999289186E-05	0.000359264000053372	7.51149999587142E-05	0.000981539999997949	0.00345706899997822	0.00912553300008767	2	10	20
60	20	1	0	0	0.000341090999995686	6.4133000023503E-05	0.000353918999962843	7.55559999561228E-05	0.000978861000021425	0.00353811800005133	0.00908852800000659	2	10	20
61	20	1	0	0	0.000357927999971253	6.708199998684E-05	0.000367885999935425	7.62040000381603E-05	0.000974065000036717	0.00346460499997647	0.00919883200003824	2	10	20
62	20	1	0	0	0.000357476999965911	6.63729999814677E-05	0.000361505999990186	7.87349999882281E-05	0.000985959999979968	0.00342224799999258	0.00904014700006428	2	10	20
63	20	1	0	0	0.000339931999974397	6.68550000000323E-05	0.000360670999953072	7.69040000250243E-05	0.000982684000064182	0.00357901199993194	0.00916921300006379	2	10	20
64	20	1	0	0	0.000348494999911964	6.84129998944627E-05	0.000360862000093221	7.60229999059447E-05	0.000979113000084908	0.00344867799992699	0.00898554900004456	2	10	20
65	20	1	0	0	0.000342186000011679	6.5294999899379E-05	0.000355239000100482	7.46789999084285E-05	0.00100897200002237	0.00346886800002721	0.00941902600004596	2	10	20
66	20	1	0	0	0.000344657000027837	6.40859999521126E-05	0.000352582999994411	7.70450000118217E-05	0.000975559000039539	0.00355541500005074	0.00942986099994414	2	10	20
67	20	1	0	0	0.000391250000006949	8.37679999676766E-05	0.000403049000055944	8.71249999363499E-05	0.00108457600003931	0.00379636899992875	0.010025990000031	2	10	20
68	20	1	0	0	0.000377284000023792	7.19999999319043E-05	0.000394531999972969	8.40150000840367E-05	0.00108480899996266	0.0037361229999533	0.00914954800009582	2	10	20
69	20	1	0	0	0.000339546000077462	6.37940000842718E-05	0.000354292999986683	7.70519999377939E-05	0.000966484000059609	0.0035538939999924	0.00963334699997631	2	10	20
70	20	1	0	0	0.000378544000000147	7.20240000191552E-05	0.00039620699999432	9.00479999472736E-05	0.0010872750000317	0.00377407999997104	0.00936224999998103	2	10	20
71	20	1	0	0	0.000354353999910018	6.46329999653972E-05	0.000361451000003399	7.76740000674181E-05	0.000978798000005554	0.00345199399998819	0.00914892699995562	2	10	20
72	20	1	0	0	0.000339157000098567	6.70119999313101E-05	0.000355445000082	7.75359999352077E-05	0.000969435999991219	0.00352259900000718	0.0276706839999861	2	10	20
73	20	1	0	0	0.000383314000032442	7.08329999952184E-05	0.000385725999990427	7.33080000827613E-05	0.000984463999998297	0.00345298399997773	0.00914307599998665	2	10	20
74	20	1	0	0	0.000355474999992111	6.64579999920534E-05	0.000360757000066769	7.2294000005968E-05	0.000958668999942347	0.0035494620000236	0.00899721999996928	2	10	20
75	20	1	0	0	0.000349927999991451	6.62139999576539E-05	0.000401947000000291	7.62230000646014E-05	0.000987100999964241	0.00338152799997715	0.00909819299999981	2	10	20
76	20	1	0	0	0.00035776499998974	6.30309999678502E-05	0.00035532599997623	7.51600000512553E-05	0.000960997999982283	0.0034687559999611	0.00902234600005158	2	10	20
77	20	1	0	0	0.000346440999919651	6.73530000767642E-05	0.000360666000005949	7.41579999612441E-05	0.000969279999935679	0.00335987200003274	0.00897167799996623	2	10	20
78	20	1	0	0	0.000340050000090741	6.50970000606321E-05	0.000398993999965569	7.32770000695382E-05	0.000977346000013313	0.00346365899997636	0.00902668699995957	2	10	20
79	20	1	0	0	0.000345995999964543	6.50589998940632E-05	0.000352349000081631	7.44939999322014E-05	0.000969997000083822	0.00333095399992089	0.00908672900004603	2	10	20
80	20	1	0	0	0.000347637000004397	6.67110000449611E-05	0.000359184999979334	7.27230000165946E-05	0.000975359999983994	0.00344997399997737	0.00905490599996028	2	10	20
81	20	1	0	0	0.000343243999964216	6.59910000422315E-05	0.000400507999984256	7.83560000172656E-05	0.000981557999921279	0.00344737800003259	0.00916743699997369	2	10	20
82	20	1	0	0	0.000349253999957	6.5686999960235E-05	0.000353114000063215	7.46959999560204E-05	0.000975346000018362	0.00342516800003523	0.00920862999998917	2	10	20
83	20	1	0	0	0.000343533999966894	6.60509999761416E-05	0.000357945000018844	7.73750000462314E-05	0.000983698999903027	0.00346245399998679	0.00907898900004511	2	10	20
84	20	1	0	0	0.000341788000014276	6.50819999918895E-05	0.000404115000037564	7.40970000379093E-05	0.00096083500000077	0.00343240600000172	0.00899379700001646	2	10	20
85	20	1	0	0	0.000348380999980691	6.52840000157084E-05	0.000361959999963801	7.83860000410641E-05	0.000953600999991977	0.00342908699997224	0.00898742499998662	2	10	20
86	20	1	0	0	0.000363012999969214	7.14730000481723E-05	0.00037630499991792	8.18150000441165E-05	0.00103226099997755	0.00347521100002268	0.00905167999997047	2	10	20
87	20	1	0	0	0.000343830000019807	6.40900000234979E-05	0.000404853999953048	7.28920000483413E-05	0.000986676000025	0.00339502499991795	0.00908192500003224	2	10	20
88	20	1	0	0	0.000353668999991896	6.56539999681627E-05	0.000357395000037286	7.63869999218514E-05	0.000969427000086398	0.0034784539999464	0.00910823799995342	2	10	20
89	20	1	0	0	0.000355502000047636	6.86409999843818E-05	0.000356990999989648	7.48050000538569E-05	0.000952922999999828	0.00344635399994786	0.00910352400001102	2	10	20
90	20	1	0	0	0.000346459999946092	6.63499999973283E-05	0.00040714699991895	7.52839999904609E-05	0.00097052600006009	0.00343434900003103	0.00913229200000387	2	10	20
91	20	1	0	0	0.000353596999957517	6.69390000211934E-05	0.000360994999937248	7.5589000061882E-05	0.000977930999965793	0.00344279000000824	0.00904131400000097	2	10	20
92	20	1	0	0	0.000344208000001345	6.76429999657557E-05	0.000359342000024299	7.6536999927157E-05	0.000980664000053366	0.00347175299998526	0.00904172299999573	2	10	20
93	20	1	0	0	0.000345842999990964	6.43429999627188E-05	0.000406976000022041	7.88759999750255E-05	0.000987020000025041	0.00341647300001569	0.00909034799997244	2	10	20
94	20	1	0	0	0.000351006999949277	6.84039999896413E-05	0.000376864000031674	7.79729999749179E-05	0.000993809999954465	0.00349245800009612	0.0090143589999343	2	10	20
95	20	1	0	0	0.000347850000025574	6.51139999945372E-05	0.000366566000025159	7.52339999507967E-05	0.000975820999997268	0.003424414000051	0.00901249699995788	2	10	20
96	20	1	0	0	0.000336903000061284	6.39510000155497E-05	0.00040807000004861	7.51210000089486E-05	0.000982025999974212	0.00348547299995516	0.00911515600000712	2	10	20
97	20	1	0	0	0.000348836000057418	6.50729999733812E-05	0.000362945000006221	7.68190000144386E-05	0.000968847999956779	0.00340600200001973	0.00908796900000652	2	10	20
98	20	1	0	0	0.000348310999925161	6.50059999998121E-05	0.000360597999929269	7.63000000461034E-05	0.000978444999987005	0.00347510500000681	0.00904629599995133	2	10	20
99	20	1	0	0	0.000339922999955888	6.50430000632696E-05	0.000409938999951009	7.53399999666726E-05	0.000972817000047144	0.00342696799998521	0.00906020599995827	2	10	20
100	20	1	0	0	0.000343927000017175	6.7521999994824E-05	0.000364687999990565	7.81779999670107E-05	0.000993803000028493	0.00348755599998185	0.00901547700004812	2	10	20
101	20	2	1	2	0.000398640000071282	7.16330000614107E-05	0.000822111999923436	9.01380000186691E-05	0.00126951799995823	0.00467092600001706	0.0124307990000716	2	10	20
102	20	2	1	1	0.000372081000023172	6.79800000398245E-05	0.000482425999962288	8.55810000075508E-05	0.00114823100000194	0.0040983699999515	0.0111631800000396	2	10	20
103	20	2	1	1	0.000378735000026609	6.90429999394837E-05	0.000520260000030248	8.4190000052331E-05	0.00121335899996211	0.00464805399997204	0.0122386689999985	2	10	20
104	20	2	1	1	0.000372661000028529	6.71330000159287E-05	0.00051971000004869	8.57679999626271E-05	0.00125349699999333	0.00496296900007565	0.0132879599999569	2	10	20
105	20	2	1	1	0.000372310999978254	7.00620000770869E-05	0.000485174000004918	8.56539999176675E-05	0.00116100900004312	0.00434179000001222	0.0115019239999583	2	10	20
106	20	2	1	2	0.000416685999994115	7.21860000112429E-05	0.000648290000071938	9.34779999397506E-05	0.00140418000000864	0.00557767099996909	0.0152945910000426	2	10	20
107	20	2	1	1	0.000374792999991769	6.96380000135832E-05	0.000519506000046022	8.81109999681939E-05	0.0012395920000472	0.00471687099991414	0.012628429000074	2	10	20
108	20	2	1	2	0.000409016000048723	7.25440000906019E-05	0.000575684999944315	8.76689999813607E-05	0.00128652000000784	0.00484522700003254	0.0129257730000063	2	10	20
109	20	2	1	2	0.000404058999947665	7.21510000403214E-05	0.000569019999943521	8.95800000080271E-05	0.00125862200002302	0.00468504299999495	0.0123933590000433	2	10	20
110	20	2	1	1	0.000380002999918361	6.74890000027517E-05	0.000503206999951544	8.30600000654158E-05	0.00117523500000516	0.00452801199992337	0.0116673750000018	2	10	20
111	20	2	1	1	0.000375029999986509	6.90000000531654E-05	0.000504111000054763	8.50309999123056E-05	0.00121847600007641	0.00479045999998107	0.0125954850000198	2	10	20
112	20	2	1	1	0.000373856000010164	6.78310000239435E-05	0.00049782399992182	8.63780001054693E-05	0.00119396399998095	0.00442136799995296	0.0118213340000466	2	10	20
113	20	2	1	1	0.000369209999917075	6.85979999843767E-05	0.000469478000013623	8.44479999386749E-05	0.00113522900005592	0.00408595399994738	0.0106762709999657	2	10	20
114	20	2	1	1	0.000363910000032774	6.82490000372127E-05	0.00050423300001512	8.55810000075508E-05	0.00120956299997488	0.00466833199993744	0.0309390570000687	2	10	20
115	20	2	1	1	0.000402111000084915	7.0331000074475E-05	0.000500299000009363	8.45189999836293E-05	0.00117198999998891	0.00440475999994305	0.0114337360000718	2	10	20
116	20	2	1	1	0.000383219000013924	6.92529999923863E-05	0.00051952799992705	8.69980000288706E-05	0.00125645900004656	0.00491876799992497	0.0132656470000256	2	10	20
117	20	2	1	1	0.00037698599999203	6.73719999895184E-05	0.000509376999957567	8.47950000206765E-05	0.0012150060000522	0.00478457199994864	0.012730845999954	2	10	20
118	20	2	1	1	0.000369824000017616	6.73170000027312E-05	0.000505109999949127	8.51340000735945E-05	0.00116205299991634	0.00451868300001479	0.0118261160000657	2	10	20
119	20	2	1	1	0.000377027000013186	6.74640000397631E-05	0.000466731999949843	8.2783000038944E-05	0.00110452899991742	0.00396448600008625	0.0105219459999262	2	10	20
120	20	2	1	2	0.000408205999974598	7.12040000507841E-05	0.000537932999918667	9.1432000090208E-05	0.00120664899998246	0.00437399899999491	0.0110593340000378	2	10	20
121	20	2	1	1	0.000372883999943952	6.81410000424876E-05	0.000496221000048536	8.4344000015335E-05	0.00121223299993289	0.00460295900006713	0.0125613509999312	2	10	20
122	20	2	1	1	0.000369436000028145	6.80989999182202E-05	0.000492469000050733	8.38789999306755E-05	0.00117963300010615	0.00459226999998919	0.0118933969999944	2	10	20
123	20	2	1	1	0.000371180000001914	7.22720000112531E-05	0.000452629999927012	8.29489999887301E-05	0.00108182300004955	0.00387770399993315	0.0100309080000898	2	10	20
124	20	2	1	1	0.000379095999960555	6.86930000028951E-05	0.00050039799998558	8.82819999787898E-05	0.00120368499995038	0.00449611999999888	0.0116935600000261	2	10	20
125	20	2	1	1	0.000373293000052399	6.86300001007112E-05	0.000508480000007694	8.71059999099089E-05	0.00125655400006508	0.00482520999992175	0.0125921200000221	2	10	20
126	20	2	1	1	0.000371478000033676	7.04400000586247E-05	0.00051930999995875	8.69059999786259E-05	0.00125847499998599	0.00502497700006188	0.0131716409999854	2	10	20
127	20	2	1	1	0.00036991100000705	6.92749999871012E-05	0.000471011000058752	8.42609999835986E-05	0.00110671300001286	0.00400704899993798	0.0104802710000058	2	10	20
128	20	2	1	2	0.000395350000076178	6.9924999934301E-05	0.000565372999972169	8.81560000607351E-05	0.00126512400004231	0.00477144699993914	0.012405393999984	2	10	20
129	20	2	1	1	0.00038017100007437	6.99619999977585E-05	0.000473241999998209	8.26279999728286E-05	0.00115479700002652	0.00411932700001216	0.0108736409999892	2	10	20
130	20	2	1	3	0.000425984999992579	7.41399999242276E-05	0.00062603300000319	9.31590000163851E-05	0.00147586499997487	0.0047348940000802	0.0125668109999424	2	10	20
131	20	2	1	1	0.000373187000036523	6.8096999939371E-05	0.000484065000023293	8.51590000365832E-05	0.00116712399994867	0.00440925800000969	0.0114688879999676	2	10	20
132	20	2	1	1	0.00037291399996775	6.93599999976868E-05	0.000532665999912751	8.50690000788745E-05	0.00123323399998299	0.00474877399994966	0.0126229520000152	2	10	20
133	20	2	1	1	0.000391145999969922	6.79049999234849E-05	0.00053374399999484	8.56770000154938E-05	0.00131517500005884	0.00521505599999728	0.0142665390000047	2	10	20
134	20	2	1	1	0.000372722000065551	6.85950000161029E-05	0.00048311900002318	8.39939999650596E-05	0.00116933499998595	0.00438877200008392	0.0112144319999743	2	10	20
135	20	2	1	2	0.000403086999995139	7.19020000587989E-05	0.000563088999911088	9.2784000003121E-05	0.00127782700008083	0.00474434900002052	0.0124426339999673	2	10	20
136	20	2	1	3	0.000429498000016793	7.44659998872521E-05	0.000642875000039567	9.41110000667322E-05	0.00150141799997527	0.00519195799995487	0.0143456440000591	2	10	20
137	20	2	1	2	0.000398060999941663	6.94039999871166E-05	0.0179387489999954	9.76200000195604E-05	0.00141850300008173	0.00478533899990907	0.0134979970000586	2	10	20
138	20	2	1	1	0.000425950999897395	8.51400000101421E-05	0.000556252999899698	9.47650000853173E-05	0.00135026399993876	0.00516433899997537	0.0133748360000254	2	10	20
139	20	2	1	2	0.000446297999928902	8.13730000572832E-05	0.000646350000010898	9.54409999849304E-05	0.00142395799991846	0.00520413300000655	0.0133535940000229	2	10	20
140	20	2	1	1	0.000371432999941135	6.92700000399782E-05	0.000478731999919546	8.49190000735689E-05	0.00114730799998597	0.00433220299998993	0.0114572999999609	2	10	20
141	20	2	1	1	0.000376912999968226	6.62160000501899E-05	0.000472869999953218	8.49610000841494E-05	0.00113852499998757	0.00413823199994567	0.0110873500000253	2	10	20
142	20	2	1	1	0.000374340000007578	6.61589999708667E-05	0.000477767999996104	8.41940000100294E-05	0.00115259100005005	0.0041865069999858	0.0113611399999627	2	10	20
143	20	2	1	1	0.00037628899997344	6.88950000267141E-05	0.000534086000016032	8.72839999601638E-05	0.00128325600007884	0.00508855800001129	0.0137482739999086	2	10	20
144	20	2	1	2	0.000396698000031392	7.17809999741803E-05	0.000561004000019238	8.58800000287374E-05	0.00126142999999956	0.00455660299996907	0.0119688600000245	2	10	20
145	20	2	1	1	0.000365463000093769	6.61590000845536E-05	0.000495776999969166	8.39949999544842E-05	0.00122901200006709	0.00473264699996889	0.0123013420000007	2	10	20
146	20	2	1	1	0.000386500999979944	6.66790000423134E-05	0.00052624999989348	8.70850000183054E-05	0.00124928100001398	0.00485136999998304	0.0129672330000403	2	10	20
147	20	2	1	2	0.000394963000076132	7.26590000112992E-05	0.000584580999998252	8.92840000688011E-05	0.00127330499992695	0.00473511899997448	0.0124827450000566	2	10	20
148	20	2	1	1	0.000372609000010016	7.1673000093142E-05	0.000489241999957812	8.55760000604278E-05	0.00116454299995894	0.00438166799995088	0.011826256000063	2	10	20
149	20	2	1	1	0.00037910500009275	6.74589999789532E-05	0.000503285000036158	8.30149999728747E-05	0.0011568879999686	0.00430746700010332	0.0114040009999599	2	10	20
150	20	2	1	1	0.000372520999917469	6.93770000452787E-05	0.000525154999991173	8.69560000182901E-05	0.00126019399999677	0.00489733999995679	0.0132578060000697	2	10	20
151	20	2	1	1	0.000371104999999261	6.91429999051252E-05	0.000487032000023646	8.33999999940716E-05	0.00112303900004918	0.00396626999997807	0.0105705229999558	2	10	20
152	20	2	1	1	0.000383228000032432	6.97409999474985E-05	0.000546434000057161	9.21259999131507E-05	0.00129126600006657	0.00511975400002029	0.0134540760000164	2	10	20
153	20	2	1	1	0.000364121999950839	6.87179999658838E-05	0.000515113999995265	8.47710000471125E-05	0.00117738899996311	0.00442431600004056	0.0117626539999947	2	10	20
154	20	2	1	2	0.000402880000024197	7.17870000244147E-05	0.00060511599997426	9.00280000450948E-05	0.00137924599994221	0.00534083000002283	0.0144690160000209	2	10	20
155	20	2	1	2	0.000395634000028622	9.62579999850277E-05	0.000593244000015147	8.89149999920846E-05	0.00132126799996968	0.00499973499995576	0.0132089140000744	2	10	20
156	20	2	1	2	0.000390802999959305	7.21220000059475E-05	0.000598253000021032	8.62859999415377E-05	0.0013518450000447	0.00519730500002424	0.031291362999923	2	10	20
157	20	2	1	1	0.000410965000014585	7.52819998979248E-05	0.000504632000001948	8.27510000362963E-05	0.00111167399995793	0.00389268700007506	0.0105463059999238	2	10	20
158	20	2	1	1	0.000382331999958296	7.09469999264911E-05	0.000475479000101586	9.87239999403755E-05	0.0011260730000231	0.00407957499999156	0.0107884440000134	2	10	20
159	20	2	1	1	0.000379500000008193	6.94089999342396E-05	0.000492834000056064	8.55409999758194E-05	0.00120547300002727	0.00439168100001552	0.0118077689999154	2	10	20
160	20	2	1	2	0.00040236699999241	7.17640000402753E-05	0.000544507999961752	8.65480000129537E-05	0.00121206000005714	0.00446382799998446	0.0116549449999184	2	10	20
161	20	2	1	1	0.000369944999988547	7.0968999921206E-05	0.000505399000076068	8.29869999279254E-05	0.00119804400003432	0.00456471799998326	0.0123012180000615	2	10	20
162	20	2	1	1	0.000375281000060568	6.95040000664449E-05	0.000503173999959472	8.91250000449873E-05	0.00120447699998749	0.00460374099998262	0.0122926889999917	2	10	20
163	20	2	1	2	0.000395433999983652	7.03050000083749E-05	0.000575626999989254	8.7264000057985E-05	0.00128277199996774	0.00478750799993577	0.0126797100000431	2	10	20
164	20	2	1	2	0.000404748000050859	6.99589999157979E-05	0.000567652000086127	8.79529999338047E-05	0.00125674600008097	0.00467288799995913	0.0124486449999495	2	10	20
165	20	2	1	1	0.000367325000070196	6.92510000135371E-05	0.000453648999950929	8.04000000016458E-05	0.00107485399996676	0.00380124800005888	0.0100441559999354	2	10	20
166	20	2	1	1	0.000376319999986663	6.92219999791632E-05	0.000470260000042799	8.12609999911729E-05	0.00109254799997416	0.00391309600001932	0.0106015339999885	2	10	20
